employee_id,first_name,last_name,department,job_title,risk_score,risk_label,top_factor_1,top_factor_2,top_factor_3,age,length_of_hire,salary,model_version
EMP07910,Nathan,Roberts,Operations,Inventory Specialist,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,42.5,2.4,62712,XGBoost
EMP06350,William,Ochoa,Sales,Sales Representative,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,42.9,10.4,62482,XGBoost
EMP04318,Natalie,Hines,Sales,Sales Specialist,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,47.4,5.3,66942,XGBoost
EMP07336,Angela,Perry,Operations,Logistics Coordinator,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,54.9,7.3,62346,XGBoost
EMP03766,Miranda,Palmer,Operations,Inventory Specialist,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,53.2,1.4,61170,XGBoost
EMP07100,Andrew,Hall,Operations,Inventory Specialist,0.0032,Low,Short Tenure,Length Of Hire,Year Hired,28.3,6.8,62738,XGBoost
EMP08682,William,Gutierrez,Finance,Financial Analyst,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,26.4,6.7,69201,XGBoost
EMP02407,James,Campbell,Operations,Logistics Coordinator,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,49.2,1.3,64605,XGBoost
EMP00921,Julie,Grant,Sales,Sales Specialist,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,32.3,8.5,64736,XGBoost
EMP07362,Monica,Taylor,Operations,Inventory Specialist,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,40.8,8.3,63407,XGBoost
EMP05473,John,Dean,Operations,Operations Analyst,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,43.5,1.3,62582,XGBoost
EMP04807,Amber,Maldonado,IT,Software Developer,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,24.4,10.9,79423,XGBoost
EMP06768,John,Lambert,Sales,Sales Consultant,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,36.0,7.3,66553,XGBoost
EMP01523,Donald,Ryan,Sales,Sales Specialist,0.0031,Low,Short Tenure,Length Of Hire,Year Hired,53.2,11.0,89231,XGBoost
EMP04671,Sandra,Rogers,IT,System Administrator,0.003,Low,Short Tenure,Length Of Hire,Year Hired,44.9,1.3,74841,XGBoost
EMP05525,Adrian,Logan,Operations,Inventory Specialist,0.003,Low,Short Tenure,Length Of Hire,Year Hired,30.1,11.0,63938,XGBoost
EMP01247,Nathaniel,Brown,Finance,Accountant,0.003,Low,Short Tenure,Length Of Hire,Year Hired,24.9,8.4,67055,XGBoost
EMP01262,Mercedes,Holland,Sales,Sales Consultant,0.003,Low,Short Tenure,Length Of Hire,Year Hired,28.8,4.5,99550,XGBoost
EMP06353,Eugene,Martinez,IT,Software Developer,0.003,Low,Short Tenure,Length Of Hire,Year Hired,34.7,1.3,92468,XGBoost
EMP00451,Cynthia,Johnson,Operations,Logistics Coordinator,0.003,Low,Short Tenure,Length Of Hire,Year Hired,30.3,8.5,63169,XGBoost
EMP08128,Janice,Wallace,Customer Service,Support Specialist,0.003,Low,Short Tenure,Length Of Hire,Year Hired,47.9,9.3,72216,XGBoost
EMP05285,John,Molina,Customer Service,Customer Service Representative,0.003,Low,Short Tenure,Length Of Hire,Year Hired,40.5,1.4,59771,XGBoost
EMP06911,Joseph,Frazier,Operations,Logistics Coordinator,0.003,Low,Short Tenure,Length Of Hire,Year Hired,26.0,6.3,59608,XGBoost
EMP08797,Zachary,Lawrence,Sales,Sales Representative,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,26.3,3.9,62852,XGBoost
EMP08225,John,White,Customer Service,Support Specialist,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,39.2,1.3,67648,XGBoost
EMP05105,Stephanie,Martinez,Sales,Sales Specialist,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,28.3,2.3,64307,XGBoost
EMP02691,Briana,Cohen,Sales,Sales Specialist,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,56.2,8.3,71108,XGBoost
EMP02325,Lauren,Chandler,IT,System Administrator,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,24.5,6.3,74756,XGBoost
EMP02309,Stephen,Jackson,Customer Service,Support Specialist,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,29.1,4.3,53610,XGBoost
EMP02811,Samuel,Perry,Finance,Accountant,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,66.1,9.3,63180,XGBoost
EMP06082,Katelyn,Mejia,Sales,Sales Consultant,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,30.0,10.0,66030,XGBoost
EMP06928,Kyle,Flores,Sales,Sales Representative,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,37.0,9.6,66146,XGBoost
EMP05506,Laura,Boone,Sales,Sales Consultant,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,57.3,1.5,96569,XGBoost
EMP03232,Tracey,Hopkins,Sales,Sales Manager,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,36.4,1.4,120572,XGBoost
EMP04548,Jason,Moran,Sales,Sales Representative,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,22.1,8.9,65604,XGBoost
EMP04380,John,Petersen,Operations,Logistics Coordinator,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,59.4,2.4,63782,XGBoost
EMP08759,Stephanie,Johnson,Operations,Operations Analyst,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,28.0,2.4,61481,XGBoost
EMP02529,Tammy,Obrien,HR,Recruiter,0.0029,Low,Short Tenure,Length Of Hire,Year Hired,40.5,1.4,69211,XGBoost
EMP07568,Keith,Baker,Sales,Sales Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,23.6,1.3,106945,XGBoost
EMP01894,Annette,Moore,Sales,Sales Representative,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,24.5,9.2,68072,XGBoost
EMP05390,Carrie,Jones,Sales,Sales Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,29.3,1.4,66691,XGBoost
EMP00721,Jennifer,Zuniga,Customer Service,Help Desk Technician,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,31.2,9.3,70388,XGBoost
EMP00802,Paul,Scott,Sales,Sales Representative,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,24.7,8.9,65945,XGBoost
EMP05558,Kimberly,Wyatt,IT,System Administrator,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,61.1,1.3,106819,XGBoost
EMP04566,Donna,Hawkins,Sales,Sales Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,42.6,10.4,67458,XGBoost
EMP01625,Catherine,Lee,IT,IT Support Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,31.8,9.3,53570,XGBoost
EMP04098,Cody,Arnold,Operations,Inventory Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,51.6,1.7,63956,XGBoost
EMP06793,Bonnie,Nolan,IT,IT Support Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,29.1,4.4,66930,XGBoost
EMP01685,Michael,Nunez,Operations,Logistics Coordinator,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,40.7,4.7,63699,XGBoost
EMP02568,Alicia,Ayala,Sales,Sales Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,38.9,6.3,66531,XGBoost
EMP08478,Suzanne,Simpson,IT,IT Support Specialist,0.0028,Low,Short Tenure,Length Of Hire,Year Hired,50.9,11.2,68280,XGBoost
EMP05169,Laura,Beard,Operations,Inventory Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,25.1,8.3,63790,XGBoost
EMP01667,Richard,Hayes,Sales,Sales Representative,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,43.2,10.7,73372,XGBoost
EMP04645,Steven,Perry,Operations,Logistics Coordinator,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,40.9,1.3,55729,XGBoost
EMP06754,Dawn,Stafford,Customer Service,Customer Service Representative,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,28.0,7.4,64661,XGBoost
EMP01058,Lynn,Green,Sales,Sales Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,33.0,9.9,64594,XGBoost
EMP04430,Sandra,Moore,Sales,Sales Consultant,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,27.7,2.3,65463,XGBoost
EMP00856,Brandon,Jones,Sales,Sales Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,22.4,10.3,58102,XGBoost
EMP06501,Amanda,Cannon,IT,System Administrator,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,30.4,10.5,65630,XGBoost
EMP08063,Theresa,Berg,Sales,Sales Representative,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,34.6,4.8,66004,XGBoost
EMP02570,Jeffrey,Harris,Customer Service,Support Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,22.4,1.3,62673,XGBoost
EMP02819,Patricia,Scott,Sales,Sales Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,55.5,5.4,66023,XGBoost
EMP07692,Robert,Moore,Sales,Sales Specialist,0.0027,Low,Short Tenure,Length Of Hire,Year Hired,37.0,5.3,73355,XGBoost
EMP04253,Miguel,King,Operations,Logistics Coordinator,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,26.8,7.3,59121,XGBoost
EMP06983,Melissa,Dodson,Sales,Sales Consultant,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,24.1,4.4,94131,XGBoost
EMP06036,Justin,Hayes,Operations,Operations Analyst,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,33.2,10.7,63547,XGBoost
EMP03587,Steven,Miller,IT,Software Developer,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,27.9,10.5,92961,XGBoost
EMP01478,Amanda,Park,Operations,Inventory Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,43.2,1.5,64270,XGBoost
EMP07762,Hunter,Martin,HR,Recruiter,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,42.1,1.3,60573,XGBoost
EMP07124,David,Santana,Customer Service,Customer Service Manager,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,43.7,1.4,83556,XGBoost
EMP08081,Hector,Villegas,Operations,Logistics Coordinator,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,39.5,7.4,63856,XGBoost
EMP07085,Phillip,Kelly,Sales,Sales Representative,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,32.2,8.5,62167,XGBoost
EMP07333,Elizabeth,Fernandez,Operations,Inventory Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,24.0,4.0,62369,XGBoost
EMP00780,Antonio,Keller,Sales,Sales Representative,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,31.0,5.6,63501,XGBoost
EMP01891,Devin,Barker,Sales,Sales Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,57.2,3.3,68455,XGBoost
EMP04171,Peter,Decker,HR,HR Coordinator,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,35.6,1.3,65777,XGBoost
EMP00946,Brenda,Bailey,Operations,Inventory Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,23.1,10.4,61566,XGBoost
EMP07917,Laura,Smith,Operations,Inventory Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,27.5,4.3,57455,XGBoost
EMP00975,Joan,Norris,Finance,Accountant,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,51.9,7.3,87267,XGBoost
EMP01245,Scott,Mcintyre,Sales,Sales Representative,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,41.6,10.8,72121,XGBoost
EMP00509,Jennifer,Douglas,Sales,Sales Representative,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,28.9,7.3,60073,XGBoost
EMP01435,Lisa,Garcia,Operations,Inventory Specialist,0.0026,Low,Short Tenure,Length Of Hire,Year Hired,39.4,3.3,63333,XGBoost
EMP00810,Alexis,Giles,Sales,Sales Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,22.1,7.5,61237,XGBoost
EMP03436,Mark,Potts,IT,IT Support Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,41.1,1.3,64268,XGBoost
EMP06561,David,Kelley,HR,HR Coordinator,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,46.7,1.4,60000,XGBoost
EMP02832,Amanda,Henderson,Customer Service,Support Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,27.3,1.3,64269,XGBoost
EMP02515,Sarah,Boyd,Sales,Sales Consultant,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,30.7,1.4,65347,XGBoost
EMP06576,Nicholas,Flowers,Customer Service,Support Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,28.6,10.9,63393,XGBoost
EMP04368,Brandon,Campbell,IT,System Administrator,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,41.9,11.1,73591,XGBoost
EMP01258,Michael,Martin,Customer Service,Support Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,51.9,10.3,59233,XGBoost
EMP04637,Colleen,Stout,Sales,Sales Representative,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,26.2,9.0,64602,XGBoost
EMP06357,Alexander,Thompson,Sales,Sales Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,26.6,2.4,63839,XGBoost
EMP03172,Lisa,Everett,Marketing,Content Creator,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,32.7,1.5,61552,XGBoost
EMP02553,Zachary,Booker,Operations,Inventory Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,22.7,8.4,61288,XGBoost
EMP01892,Alexandria,Taylor,Operations,Logistics Coordinator,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,42.9,4.3,61041,XGBoost
EMP07680,Ryan,Hernandez,Sales,Sales Representative,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,28.6,11.2,59762,XGBoost
EMP06762,Rhonda,Cook,Operations,Inventory Specialist,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,52.6,4.3,60278,XGBoost
EMP06259,Christine,Ramos,Sales,Sales Representative,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,48.3,8.5,64323,XGBoost
EMP00716,Eric,Delgado,Sales,Sales Representative,0.0025,Low,Short Tenure,Length Of Hire,Year Hired,39.6,10.3,61011,XGBoost
EMP07059,Catherine,Bass,IT,System Administrator,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,39.6,1.3,89731,XGBoost
EMP07030,Robert,Hoffman,Sales,Sales Consultant,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,62.6,10.8,68561,XGBoost
EMP03564,Courtney,Jimenez,IT,System Administrator,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,24.0,4.4,89292,XGBoost
EMP06522,Justin,Stein,Sales,Sales Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,35.0,10.4,74520,XGBoost
EMP03808,Patricia,Hampton,IT,Software Developer,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,65.7,9.3,80508,XGBoost
EMP00700,Kellie,Bush,IT,System Administrator,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,25.7,10.5,89228,XGBoost
EMP01705,Joan,Ramos,Sales,Sales Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,34.8,9.1,67333,XGBoost
EMP04759,James,Chase,Sales,Sales Representative,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,47.8,10.7,72844,XGBoost
EMP01779,Dominique,Ryan,Sales,Sales Representative,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,64.3,4.8,69301,XGBoost
EMP05841,Cheryl,Wagner,Operations,Inventory Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,50.4,7.4,64557,XGBoost
EMP04760,Michael,Shaffer,Operations,Inventory Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,22.3,1.3,53428,XGBoost
EMP08482,Mark,Adams,IT,IT Support Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,27.9,4.9,60815,XGBoost
EMP03269,Mary,Ryan,Sales,Sales Representative,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,34.3,1.4,69831,XGBoost
EMP07985,Joshua,Jones,Sales,Sales Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,30.8,4.2,70194,XGBoost
EMP00106,Martha,Warner,Sales,Sales Consultant,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,36.7,8.6,64372,XGBoost
EMP02365,William,Johnston,Operations,Logistics Coordinator,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,55.4,1.4,68802,XGBoost
EMP01884,Diane,Miller,IT,System Administrator,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,51.1,10.9,76074,XGBoost
EMP05498,Dillon,Ford,Sales,Sales Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,52.2,4.3,87154,XGBoost
EMP05937,Corey,Rivas,Sales,Sales Representative,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,24.0,3.3,70510,XGBoost
EMP02727,Robert,Perez,IT,Software Developer,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,22.9,7.4,78871,XGBoost
EMP00766,Sarah,Jones,Marketing,Marketing Manager,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,28.5,7.3,91548,XGBoost
EMP03763,Jeanette,Rios,Operations,Inventory Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,51.5,4.4,58429,XGBoost
EMP07186,Andrew,Martin,Sales,Sales Representative,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,56.5,2.3,65376,XGBoost
EMP01666,Jaclyn,Watson,Operations,Inventory Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,49.8,4.3,61830,XGBoost
EMP03501,Robert,Lane,Operations,Inventory Specialist,0.0024,Low,Short Tenure,Length Of Hire,Year Hired,25.9,1.5,61066,XGBoost
EMP02888,Connie,Davis,Sales,Sales Consultant,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,60.5,10.7,72362,XGBoost
EMP01940,Nicholas,James,Operations,Inventory Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,26.2,2.4,60085,XGBoost
EMP04887,Randall,Dominguez,Sales,Sales Consultant,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,26.6,9.8,65142,XGBoost
EMP07166,Brandon,Holloway,Marketing,Content Creator,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,50.8,10.9,64182,XGBoost
EMP03441,Jonathan,Smith,Sales,Sales Representative,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,64.5,9.6,64276,XGBoost
EMP00878,Michael,Nelson,Sales,Sales Representative,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,44.3,9.1,67819,XGBoost
EMP08898,Raymond,Gonzalez,Operations,Operations Analyst,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,31.4,2.4,64270,XGBoost
EMP01438,William,Robles,Customer Service,Support Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,28.9,4.5,64058,XGBoost
EMP00299,Diane,Daniels,Sales,Sales Representative,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,42.5,8.8,68800,XGBoost
EMP06870,Tina,Adams,Sales,Sales Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,28.0,4.3,77727,XGBoost
EMP04698,Jason,Quinn,IT,Software Developer,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,23.8,10.6,105149,XGBoost
EMP06030,Heather,Hall,Sales,Sales Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,37.1,10.4,69725,XGBoost
EMP02287,Alisha,Martinez,Sales,Sales Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,24.8,9.5,62428,XGBoost
EMP05200,Carol,Fernandez,Sales,Sales Consultant,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,31.4,2.4,66574,XGBoost
EMP06736,Jose,Osborne,Sales,Sales Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,57.4,2.3,80425,XGBoost
EMP04507,Mariah,Brown,Operations,Inventory Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,34.1,2.3,58371,XGBoost
EMP00467,Jane,Mason,Operations,Inventory Specialist,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,39.5,3.4,63760,XGBoost
EMP04685,Michael,Burke,Sales,Sales Representative,0.0023,Low,Short Tenure,Length Of Hire,Year Hired,32.9,4.1,70743,XGBoost
EMP06543,Amber,Stuart,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,37.0,1.5,69926,XGBoost
EMP00130,Jill,Cook,Customer Service,Customer Service Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,59.2,7.3,63830,XGBoost
EMP07049,Melissa,Mendez,IT,IT Support Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,43.0,1.3,59035,XGBoost
EMP07067,Vanessa,Caldwell,Sales,Sales Consultant,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,26.9,5.7,73568,XGBoost
EMP01372,Morgan,Stone,Finance,Accounts Payable Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,45.5,1.5,67807,XGBoost
EMP03843,Glen,Graham,Operations,Logistics Coordinator,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,55.2,9.3,68291,XGBoost
EMP08064,Juan,Erickson,Finance,Accounts Payable Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,33.4,1.5,62690,XGBoost
EMP07825,Deborah,Wang,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,50.4,8.3,66253,XGBoost
EMP07054,Karen,Baxter,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,54.5,7.3,83485,XGBoost
EMP06466,Lauren,Patterson,Customer Service,Customer Service Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,55.0,9.3,63646,XGBoost
EMP02264,Yolanda,Smith,Operations,Operations Analyst,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,51.7,10.5,64771,XGBoost
EMP07877,Timothy,Jones,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,50.6,7.4,59234,XGBoost
EMP07353,David,Hall,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,36.9,2.3,73603,XGBoost
EMP00204,Nicholas,Walton,Sales,Sales Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,36.0,5.4,73797,XGBoost
EMP00170,Patricia,Dalton,Customer Service,Customer Service Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,54.7,7.3,63956,XGBoost
EMP05708,Amber,Sandoval,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,28.8,3.5,70143,XGBoost
EMP00991,Richard,Brady,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,30.9,8.5,61581,XGBoost
EMP00481,Michael,Luna,IT,Software Developer,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,28.4,7.4,88518,XGBoost
EMP01315,Jessica,Perez,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,31.3,5.3,61933,XGBoost
EMP07616,Bailey,Rodriguez,Operations,Operations Analyst,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,22.7,2.3,57226,XGBoost
EMP03148,Ashley,Salinas,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,27.4,2.4,71638,XGBoost
EMP01024,Robert,Parks,Sales,Sales Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,59.6,10.3,81058,XGBoost
EMP04538,Desiree,Kramer,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,33.4,1.4,59332,XGBoost
EMP07407,William,Hunter,Marketing,Marketing Coordinator,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,23.5,10.3,66440,XGBoost
EMP01047,Christopher,Miller,Sales,Sales Representative,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,28.7,2.3,76079,XGBoost
EMP06825,Charles,Evans,Sales,Sales Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,37.5,8.3,64004,XGBoost
EMP04814,Anthony,Mcfarland,Operations,Operations Analyst,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,65.1,7.5,89768,XGBoost
EMP03977,Scott,Turner,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,38.9,4.9,62566,XGBoost
EMP08845,Kenneth,Brock,IT,IT Support Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,28.2,4.6,61050,XGBoost
EMP02662,Richard,Sandoval,Operations,Inventory Specialist,0.0022,Low,Short Tenure,Length Of Hire,Year Hired,66.5,7.5,64504,XGBoost
